I;83411;0000.0000S;00000.0000O;      ;23.50;000.0;16;0
I;83512;0000.0000S;00000.0000O;      ;23.50;000.0;22;81
I;83531;4454.9041N;00454.9058E; 150.6;23.50;000.0;20;70
I;83702;4454.9075N;00454.9153E; 146.4;23.50;000.0;18;94
I;84339;0000.0000S;00000.0000O;      ;18.50;000.0;16;0
I;84437;4454.9093N;00454.9411E; 150.0;18.50;000.0;17;49
I;84437;4454.9093N;00454.9411E; 150.0;18.50;000.0;17;41
I;84604;4454.9025N;00454.9471E; 141.0;18.50;000.0;12;49
I;84728;4454.9042N;00454.9796E;  90.3;18.50;000.0;20;48
I;84856;4454.9042N;00454.9796E;      ;18.50;000.0;14;41
I;84856;4454.9042N;00454.9796E;      ;18.50;000.0;19;47
I;84856;4454.9042N;00454.9796E;      ;18.50;000.0;19;47
I;84856;4454.9042N;00454.9796E;      ;22.50;000.0;20;60
I;84856;4454.9042N;00454.9796E;      ;22.50;000.0;20;60
I;84856;4454.9042N;00454.9796E;      ;22.50;000.0;19;42
I;84856;4454.9042N;00454.9796E;      ;22.50;000.0;19;42
I;85314;4454.8987N;00454.9320E; 221.3;22.50;000.0;24;44
I;85314;4454.8987N;00454.9320E; 221.3;22.50;000.0;24;44
I;85439;4454.9030N;00454.9396E; 170.9;24.50;000.0;15;50
I;85439;4454.9030N;00454.9396E; 170.9;24.50;000.0;15;50
I;85607;4454.9053N;00454.9240E; 693.7;24.50;000.0;24;51
I;85903;4455.2905N;00455.3816E; 171.1;24.50;000.0;13;50
I;90032;4455.5353N;00455.6035E; 171.4;24.50;000.0;12;51
I;90032;4455.5353N;00455.6035E; 171.4;24.50;000.0;10;50
I;90338;4455.7229N;00457.4678E; 171.3;24.50;000.0;13;0
I;90338;4451.7229N;00457.4678E; 171.3;;000.0;;
I;90505;4455.7467N;00456.4129E;2930.0;24.50;000.0;10;51
I;90632;4455.5840N;00456.9060E;3295.5;24.50;000.0;14;50
I;90632;4455.5840N;00456.9060E;3295.5;24.50;000.0;14;49
I;90924;4455.5840N;00456.9060E;      ;24.50;000.0;8;50
I;90940;4454.6056N;00457.9753E;4160.2;24.50;000.0;8;50
I;91109;4454.0656N;00458.6655E;4569.6;24.50;000.0;9;51
I;91257;4452.9853N;00459.5778E;5016.8;24.50;000.0;9;50
I;91421;4452.9853N;00459.5778E;      ;24.50;000.0;14;50
I;91426;4452.9853N;00459.5778E;      ;24.50;000.0;15;50
I;91426;4452.9853N;00459.5778E;      ;24.50;000.0;15;50
I;91601;4451.0402N;00502.3532E;5833.6;24.50;000.0;13;51
I;91601;4451.0402N;00502.3532E;5833.6;24.50;000.0;13;51
I;91726;4450.0533N;00503.9868E;5819.4;24.50;000.0;12;51
I;91726;4450.0533N;00503.9868E;5819.4;24.50;000.0;12;51
I;91848;4450.0533N;00503.9868E;      ;24.50;000.0;13;50
I;91848;4450.0533N;00503.9868E;      ;24.50;000.0;13;50
I;91854;4449.0271N;00505.5823E;5819.5;24.50;000.0;15;51
I;91854;4449.0271N;00505.5823E;5819.5;24.50;000.0;15;51
I;92031;4447.8275N;00507.5101E;6862.1;24.50;000.0;9;51
I;92031;4447.8275N;00507.5101E;6862.1;24.50;000.0;9;51
I;92202;4447.8275N;00507.5101E;      ;24.50;000.0;9;51
I;92202;4447.8275N;00507.5101E;      ;24.50;000.0;9;51
I;92202;4447.8275N;00507.5101E;      ;24.50;000.0;20;51
I;92202;4447.8275N;00507.5101E;      ;24.50;000.0;20;51
I;92339;4445.6304N;00511.3326E;7704.4;24.50;000.0;20;51
I;92339;4445.6304N;00511.3326E;7704.4;24.50;000.0;20;51
I;92510;4444.7432N;00513.1553E;7665.8;24.50;000.0;20;51
I;92510;4444.7432N;00513.1553E;7665.8;24.50;000.0;20;51
I;92650;4444.7432N;00513.1553E;      ;24.50;000.0;20;51
I;92650;4444.7432N;00513.1553E;      ;24.50;000.0;20;51
I;92732;4444.7432N;00513.1553E;      ;24.50;000.0;20;51
I;92732;4444.7432N;00513.1553E;      ;24.50;000.0;20;51
I;92732;4444.7432N;00513.1553E;      ;24.50;000.0;99;49
I;92732;4444.7432N;00513.1553E;      ;24.50;000.0;99;49
I;92954;4440.4632N;00519.3202E;8999.3;24.50;000.0;99;50
I;92954;4440.4632N;00519.3202E;8999.3;24.50;000.0;99;50
I;92956;4440.4193N;00519.3866E;9035.0;24.50;000.0;99;51
I;92956;4440.4193N;00519.3866E;9035.0;24.50;000.0;99;51
I;93122;4439.1880N;00521.45!0E;9310.5;24.50;000.0;99;51
I;93122;4439.1880N;00521.4520E;9310.5;24.50;000.0;99;51
I;93255;44!7!!4N;00523.7544E;9684.7;24.50;000.0;99;58
I;93255;4437.9104N;00523.7544E;9684.7;24.50;000.0;99;58
I;93255;4437.9104N;00523.7544E;9684.7;24.50;000.0;99;64
I;93255;4437.9104N;00523.7544E;9684.7;24.50;000.0;99;64
I;93427;4436.6849N;00525.9953E;10002.3;24.50;000.0;99;71
I;93554;4435.4273N;00528.0637E;10294.9;24.50;000.0;99;78
I;93554;4435.4273N;00528.0637E;10294.9;24.50;000.0;99;78
I;93554;4435.4273N;00528.0637E;10294.9;24.50;000.0;99;82
I;93554;4435.4273N;00528.0637E;10294.9;24.50;000.0;99;82
I;93720;4434.2200N;00530.0866E;10518.9;24.50;000.0;99;92
I;93720;4434.2200N;00530.0866E;10518.9;24.50;000.0;99;92
I;93908;4432.7456N;00532.5544E;10964.9;24.50;000.0;99;98
I;93908;4432.7456N;00532.5544E;10964.9;24.50;000.0;99;98
I;93908;4432.7456N;005!!!!!!*c!!!!!r!!!!r!!!!!!r!!!!!!!!>!;;;;;
I;93908;4432.7456N;00532.5544E;10964.9;24.50;000.0;99;100
I;94039;4431.4810N;00533.9872E;11400.1;24.50;000.0;20;107
I;94039;4431.4810N;00533.9872E;11400.1;24.50;000.0;20;107
I;!94208;"t!L!!!S!!:i!!!!q!!!S4)!!!!r!!!""r!!!!!!r!!!!!!!!>!!!!!!@";;;;;;
I;94208;4430.3557N;00535.0547E;11730.8;24.50;000.0;99;113
I;94208;4430.3557N!00535.0547E;11730.8;24.50;000.0;11;121;
I;94208;4430.3557N;00535.0547E;11730.8;24.50;000.0;11;121
I;94339;4429.4237N;00536.0330E;12050.8;24.50;000.0;99;132
I;94339;4429.4237N;00536.0330E;12050.8;24.50;000.0;99;132
I;94507;4428.8449N;00537.3498E;12363.7;24.50;000.0;99;142
I;94507;4428.8449N;00537.3498E;12363.7;24.50;000.0;99;142
I;94633;<<28.2890N;10538.4099E;12675.3;24.50;000.0;9!;152
I;94633;4428.2890N;00538.4099E;12675.3;24.50;000.0;99;152
I;94633;4428.2890N;00538.4099E;12675.3;24.50;000.0;99;158
I;94633;4428.2890N;00538.4099E;12675.3;24.50;000.0;99;158
I;94758;4427.9851N;00539.6470E;12349.9;24.50;000.0;99;164
I;94758;4427.9851N;00539.6470E;12349.9;24.50;000.0;99;164
I;94923;4427.3930N;00540.3882E;13298.7;24.50;000.0;99;171
I;94923;4427.3930N;00540.3882E;13298.7;24.50;000.0;99;171
I;95050;4426.9866N;00541.0992E;13592.0;24.50;000.0;99;178
I;95050;4426.9866N;00541.0992E;13592.0;24.50;000.0;99;178
I;95050;4426.9866N;00541.0992E;13592.0;24.50;000.0;99;18!
